City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI
Delhi,3/31/2019,58.96,177.53,15.14,38.42,35.27,32.06,0.94,18.9,48.72,198
Delhi,04-01-2019,59.08,170.14,11.3,38.55,32.02,27.21,0.88,20.09,54.95,153
Delhi,04-02-2019,90.1,211.47,29.38,55.76,57.47,29.3,1.19,24.4,54.67,194
Delhi,04-03-2019,85.02,206.04,30.83,54.91,58.01,30.85,1.32,21.6,51.06,208
Delhi,04-04-2019,119.71,270.77,53.23,63.62,81.06,37.04,1.8,29.11,60.25,260
Delhi,04-05-2019,125.44,281.53,61.96,64.7,90.76,41.23,1.96,28.67,57,284
Delhi,04-06-2019,96.6,303.71,29.62,48.72,53.28,37.35,1.32,23.23,50.84,269
Delhi,04-07-2019,152.91,355.22,31.7,44.64,52.96,52.01,1.49,21.35,53.16,315
Delhi,04-08-2019,81.3,280.23,24.07,45.87,47.31,41,1.06,15.1,51.32,284
Delhi,04-09-2019,87.74,225.5,33.85,53.88,60.44,38.26,1.44,22.03,57.86,240
Delhi,04-10-2019,101.94,247.53,55.11,56.82,80.11,40.97,1.76,20.84,50.86,263
Delhi,04-11-2019,70.25,204.19,29.03,47.54,53.99,34.96,1.21,21.51,48.59,196
Delhi,04-12-2019,61.34,217,19.27,40.09,40.63,34.06,1.12,19.48,51.94,202
Delhi,4/13/2019,55.93,175.93,15.35,37.89,35.19,33.66,1.06,20.82,45.3,175
Delhi,4/14/2019,51.51,168.11,15.19,36.61,34.28,29.84,1.02,20.65,41.86,150
Delhi,4/15/2019,54.84,187.59,29.69,41.92,50.81,29.21,1.28,22.2,42.3,163
Delhi,4/16/2019,59.08,186.75,17.1,35.01,35.08,30.98,1.1,12.59,47.49,206
Delhi,4/17/2019,22.14,62.49,9.73,26.84,23.56,26.7,0.9,11.1,45.44,102
Delhi,4/18/2019,38.92,91.55,15.97,39.07,35.02,26.28,1.01,15.05,50.12,104
Delhi,4/19/2019,71.62,155.39,26.94,47.56,49.15,29.85,1.24,21.22,45.45,151
Delhi,4/20/2019,90.55,193.76,30.3,55.28,56.28,29.35,1.42,26.03,55.67,199
Delhi,4/21/2019,95.24,219.06,44.24,58.95,69.32,31.53,1.66,22.16,50.13,225
Delhi,4/22/2019,110.16,255.31,48.31,61.72,74.42,36.99,1.87,29.31,56.24,246
Delhi,4/23/2019,104.17,277.28,56.94,63.45,83.46,38.2,1.92,25.76,53.24,257
Delhi,4/24/2019,85.7,262.58,12.55,51.58,39.67,37.64,1.41,19.17,61.45,232
Delhi,4/25/2019,86.41,274.39,9.48,39.89,30.31,40.86,1.31,17.67,65.26,251
Delhi,4/26/2019,82.37,244.21,30.38,50.69,52.86,32.2,1.34,26.12,47.45,223
Delhi,4/27/2019,73.06,301.82,15.19,39.8,34.4,28.15,1.05,21.85,52.16,248
Delhi,4/28/2019,76.44,285.73,17.66,40.9,35.31,25.63,1.06,20.02,54,269
Delhi,4/29/2019,84.04,274.83,33.17,52.04,53.91,27.82,1.33,23.71,50.32,256
Delhi,4/30/2019,95.72,284.13,32.91,59.32,57.61,31.91,1.62,26.58,57.54,257
Delhi,05-01-2019,111.57,323.97,35.18,63.15,58.94,36.73,1.61,27.67,65.95,285
Delhi,05-02-2019,77.72,282.83,20.46,43.19,36.46,36.44,1.19,18.26,65.33,275
Delhi,05-03-2019,52.16,149.1,25.52,49.82,43.92,32.34,1.09,17.91,64.36,202
Delhi,05-04-2019,77.96,196.87,38.81,59.78,54.6,30.39,1.26,18.19,46.34,182
Delhi,05-05-2019,101.25,249.97,39.94,55.16,57.99,22.41,1.51,21.93,52.97,231
Delhi,05-06-2019,118.9,295.84,62.99,70.81,84.3,31.51,1.93,23.72,55.91,267
Delhi,05-07-2019,128.78,378.89,79.63,69.77,103.77,35.25,1.98,22.77,40.32,310
Delhi,05-08-2019,143.34,415.23,77.12,60.85,100.34,35.57,2,25.84,47.34,389
Delhi,05-09-2019,137.2,414.7,34.13,51.13,57.35,30.33,1.52,23.46,50.71,390
Delhi,05-10-2019,95.07,320.44,16,38.05,34.62,25.68,1.03,17.6,52.66,333
Delhi,05-11-2019,101.83,289.05,14.21,42.02,35.69,30.12,1.15,21.6,62.02,266
Delhi,05-12-2019,178.22,503.28,12.49,40.68,33.4,29.53,1.22,19.36,57.85,352
Delhi,5/13/2019,170.81,351.28,19.85,50.88,44.98,36.48,1.51,33.5,67.84,376
Delhi,5/14/2019,58.22,124.28,11.9,37.53,30.36,33.9,1.02,13.4,54.85,217
Delhi,5/15/2019,84.81,191.04,31.89,57.75,59.46,43.8,1.52,20.93,41.85,194
Delhi,5/16/2019,75.45,218.38,26.79,50.99,51.51,44.72,1.38,15.36,46.97,192
Delhi,5/17/2019,92.53,316.4,33.84,45.67,54.56,41.4,1.31,13.26,46.42,257
Delhi,5/18/2019,44.28,106.51,11.87,33.79,29.15,39.74,1.04,10.93,45.46,176
Delhi,5/19/2019,81.99,162.83,17.04,45.8,40.46,35.4,1.21,17.36,59.34,168
Delhi,5/20/2019,93.97,218.72,34.09,56.55,61.22,35.13,1.35,19.81,53.31,216
Delhi,5/21/2019,77.78,194.58,20.21,47.58,44.25,32.12,1.21,20.15,55.06,206
Delhi,5/22/2019,64.24,201.27,32.04,51.8,57.11,32.83,1.5,16.92,38.34,167
Delhi,5/23/2019,92.4,230,36.6,52.71,60.95,36.98,1.49,21.68,55.29,228
Delhi,5/24/2019,43.86,117.66,20.82,40.33,40.59,45.86,1.21,11.99,31.11,151
Delhi,5/25/2019,43.66,118.65,11.83,34.52,29.66,33.81,0.99,13.09,51.47,125
Delhi,5/26/2019,55.13,136.58,13.32,41.51,34.89,27.2,1.06,17.94,59.94,135
Delhi,5/27/2019,64.66,172.68,26.16,53.92,53.14,28.45,1.28,18.9,53.59,163
Delhi,5/28/2019,65.82,183.77,37.41,61.45,66.06,29.84,1.3,20.59,54.43,175
Delhi,5/29/2019,74.8,202.75,34.62,65.84,68.16,29.53,1.45,23.61,57.99,191
Delhi,5/30/2019,85.21,246.05,69.58,71.8,97.8,33.5,1.75,21.99,49.58,226
Delhi,5/31/2019,88.57,337.77,44.18,56.83,69,34.26,1.47,19.82,58.49,266
Delhi,06-01-2019,95.4,298.35,45.28,57.24,69.74,40.73,1.56,21.54,64.56,300
Delhi,06-02-2019,73.36,219.79,10.15,32.22,26.31,48.12,1.07,14.15,60.84,222
Delhi,06-03-2019,66.94,300.7,11.7,30.33,26.82,43.32,1.03,12.64,60.03,232
Delhi,06-04-2019,54.95,171.58,14.93,36,32.65,34.34,1.14,13.67,65.82,212
Delhi,06-05-2019,73.35,208.72,14.43,42.68,36.36,35.7,1.29,15.82,59.78,190
Delhi,06-06-2019,70.61,236.45,20.85,44.85,42.88,35.27,1.13,16.15,61.04,209
Delhi,06-07-2019,54.81,152.39,14.19,35.32,32.74,32.37,1.11,14.44,74.12,192
Delhi,06-08-2019,69.75,187.62,23.42,51,50.16,38.84,1.47,13.47,63.64,184
Delhi,06-09-2019,101.05,265.12,57.24,62.84,85.14,35.74,1.86,21.74,69.14,237
Delhi,06-10-2019,74.48,233.49,47.15,61.53,76.01,36.64,1.63,15.19,55.95,230
Delhi,06-11-2019,118.38,487.77,44.64,49.86,65.68,32.16,1.41,13.52,39.96,315
Delhi,06-12-2019,59.86,240.88,16.55,30.46,30.61,34.98,0.92,11.57,62.12,280
Delhi,6/13/2019,52.66,189.69,13.33,34.53,31.46,30,1.03,11.79,52.93,189
Delhi,6/14/2019,53.79,188.21,18.67,37.07,37.54,23.77,1.07,12.89,59.31,167
Delhi,6/15/2019,81.86,274.68,26.39,47.15,49.69,23.84,1.18,17.56,57.41,217
Delhi,6/16/2019,42.06,160.96,11.58,20.56,21.83,24.86,0.8,9.54,46.81,205
Delhi,6/17/2019,40.18,137.08,13.34,27.51,26.75,26.8,0.89,11.07,40.56,126
Delhi,6/18/2019,30.39,84.53,15.97,32.32,31.79,25.6,1.03,8,48.99,119
Delhi,6/19/2019,79.96,223.08,17.37,37.14,36.51,35.53,1.12,12.69,61.02,173
Delhi,6/20/2019,42.76,130.88,10.57,31.19,26.95,29.5,0.92,9.7,68.57,175
Delhi,6/21/2019,71.15,188.16,13.56,44.78,37.67,32.14,1.22,12.23,59.68,178
Delhi,6/22/2019,68.27,177.16,12.77,44.12,37.1,32.1,1.11,14.97,69.18,185
Delhi,6/23/2019,42.06,126.12,6.64,23.02,19.84,31.36,0.95,10.11,57.33,153
Delhi,6/24/2019,26.29,85.68,9.51,25.93,22.57,28.84,0.92,10.74,37.78,118
Delhi,6/25/2019,53.65,119.98,11.18,32.24,29.27,28.87,1.07,11.91,54.02,131
Delhi,6/26/2019,67.36,155.9,15.67,37.39,34.44,30.64,1.16,12.87,46.26,161
Delhi,6/27/2019,65.3,230.98,17.87,39.94,38.24,29.35,1.16,13.46,46.84,169
Delhi,6/28/2019,61.21,239.15,19.71,38.37,37.84,27.53,1.02,14.43,38.39,207
Delhi,6/29/2019,58.08,271.27,16.84,34.56,35.19,23.72,0.93,11.99,37.99,223
Delhi,6/30/2019,65.24,270.03,22.46,33.03,39.12,25.87,1.04,12.82,44.4,234
Delhi,07-01-2019,57.27,189.32,10.44,31.09,27.68,26.07,0.94,12.22,58,195
Delhi,07-02-2019,71.68,233.25,7.78,28.13,23.43,27.24,0.99,12.02,64.82,202
Delhi,07-03-2019,39.99,113.92,7.3,26.57,21.33,33.05,0.99,9.75,42.31,162
Delhi,07-04-2019,36.82,87.8,12.82,29.23,27,28.65,1.11,9.75,28.2,111
Delhi,07-05-2019,48.6,99.98,18.04,34.77,34.24,37.63,1.2,11.05,22.68,113
Delhi,07-06-2019,34.25,87.5,12.04,29.91,26.12,36.77,1,10.18,33.71,99
Delhi,07-07-2019,38.81,91.79,11.02,28.87,25.63,32.3,1.08,10.67,38.66,101
Delhi,07-08-2019,49.12,148.79,12.56,32.85,28.57,33.43,1.15,10.64,35.11,129
Delhi,07-09-2019,42.56,128.6,11.93,30.38,26.68,32.19,1.11,9.52,25.75,131
Delhi,07-10-2019,69.21,278.71,13.97,31.36,29.11,33.73,1.04,10.41,28.65,150
Delhi,07-11-2019,76.99,352.26,15,29.87,29.36,32.06,0.97,9.64,29.84,300
Delhi,07-12-2019,76.35,363.7,14,26.97,27.19,33.13,1.05,8.96,28.38,294
Delhi,7/13/2019,63.18,294.27,11.09,23.13,22.98,28.61,0.97,9.11,30.81,312
Delhi,7/14/2019,63.16,280.99,11.36,25.1,24.71,26.67,0.95,9.85,32.77,243
Delhi,7/15/2019,42.04,137.67,11.57,27.17,26.07,25.07,1.09,10.39,27.23,180
Delhi,7/16/2019,31.51,79.22,8.59,27.54,23.74,26.39,1.05,9.64,30.05,117
Delhi,7/17/2019,32.06,67.73,11.08,28.44,26.68,25.91,1.03,8.91,31.48,92
Delhi,7/18/2019,32.92,78.08,19.36,37.14,37.88,26.54,1.24,8.86,30.75,98
Delhi,7/19/2019,63.02,158.3,29.13,40.79,49.35,30.83,1.41,9.95,49.9,142
Delhi,7/20/2019,46.43,117.84,14.59,37.1,34.22,34.1,1.15,8.6,29.1,137
Delhi,7/21/2019,50.57,105.55,23.14,33.89,40.01,37.02,1.39,8.83,32.04,123
Delhi,7/22/2019,60.38,119.66,31.57,33.03,45.91,43.72,1.55,8.95,34.79,124
Delhi,7/23/2019,73.08,153.96,26.12,39.89,46.01,45.51,1.61,9.05,40.16,156
Delhi,7/24/2019,63.26,156.93,22.05,40.29,42.88,44.36,1.41,8.83,33.1,165
Delhi,7/25/2019,22.79,63.51,16.78,33.52,33.55,37.17,0.94,8.76,22.78,98
Delhi,7/26/2019,30.63,61.26,13.26,31.61,29.95,36.06,0.99,8.92,27.72,94
Delhi,7/27/2019,26.16,45.04,11.98,25.34,25.46,30.26,1,8.67,29.54,85
Delhi,7/28/2019,21.13,46.35,9.12,21.89,21.22,28.65,0.89,8.43,30.62,83
Delhi,7/29/2019,24.45,64.17,10.8,25.11,24.31,31.27,0.92,8.97,29.78,82
Delhi,7/30/2019,30.1,82.81,10.37,26.92,25.19,33.49,0.97,9.36,27.42,90
Delhi,7/31/2019,30.22,76.67,10.23,26.45,24.98,33.79,0.93,8.78,31.25,90
Delhi,08-01-2019,34.26,85.89,10.07,28.4,26.51,33.55,0.94,8.79,32.51,98
Delhi,08-02-2019,35.06,83.66,11.86,30.96,29.14,32.66,1.03,8.45,29.29,95
Delhi,08-03-2019,38.54,80.35,16.87,31,33.32,35.33,1.07,9.43,27.74,104
Delhi,08-04-2019,46.69,88.15,17.79,30.9,34.32,34.25,1.13,9.96,27.25,101
Delhi,08-05-2019,52.2,104.96,20.62,34.64,38.54,37.17,1.24,9.37,28.66,108
Delhi,08-06-2019,30.04,57.31,19.57,34.68,37.25,42.32,1.14,8.26,22.91,99
Delhi,08-07-2019,32.63,72.98,22.98,31.82,38.88,33.65,1.22,9.81,29.87,104
Delhi,08-08-2019,27.69,80.22,15.06,28.9,30.82,30.9,1.01,10.61,30.92,99
Delhi,08-09-2019,14.59,61.47,9.54,22.08,21.86,28.01,0.86,9.3,26.17,89
Delhi,08-10-2019,16.73,47.75,9.02,22.06,21.47,24.4,0.87,8.47,25.43,75
Delhi,08-11-2019,25.53,67.15,11.45,25.93,25.93,25.93,0.96,8.65,26.21,83
Delhi,08-12-2019,20.53,51.91,13.19,26.18,27.51,24.89,1.02,8.14,21.46,80
Delhi,8/13/2019,21.68,56.18,17.85,27.12,32.07,29.25,1.1,8.37,20.73,85
Delhi,8/14/2019,33.21,58.36,16.96,31.9,33.85,29.08,1.19,8.5,31.43,93
Delhi,8/15/2019,28.78,56.28,18.56,25.03,32.56,31.29,1.04,8.51,23.58,93
Delhi,8/16/2019,15.52,37.1,13.71,21.51,26.32,27.58,0.87,8.61,23.59,73
Delhi,8/17/2019,10.24,19.51,14.08,19.1,24.77,25.82,0.81,7.67,16.51,67
Delhi,8/18/2019,15.51,30.45,17.56,20.93,25.39,23.25,0.98,8.57,18.03,66
Delhi,8/19/2019,38.55,86.13,26.99,28.59,38.82,25.62,1.31,8.6,28.06,99
Delhi,8/20/2019,41.74,95.71,19.92,26.86,31.87,33.03,1.23,8.12,28.41,103
Delhi,8/21/2019,46.69,129.46,15.16,32.68,32.26,34.19,1.14,7.81,31.18,107
Delhi,8/22/2019,44.16,130.49,23.36,42.21,44.39,34.28,1.21,8.41,25.95,125
Delhi,8/23/2019,50.49,142.76,37.04,40.32,54.52,36.4,1.3,8.36,28.57,130
Delhi,8/24/2019,60.71,149.82,41.65,41.76,59.19,41.36,1.47,8.78,28.17,149
Delhi,8/25/2019,33.49,67.82,11.09,31.71,27.89,34.91,0.93,8.23,24.22,107
Delhi,8/26/2019,25.06,68.59,15.89,31.6,31.88,29.89,0.99,8.55,24.07,77
Delhi,8/27/2019,40.68,107.99,21.99,34.48,39.32,31.99,1.17,10.01,36.98,114
Delhi,8/28/2019,42.04,103.01,19.01,34.62,37.1,34.95,1.07,9.64,34.34,119
Delhi,8/29/2019,33.92,90.29,11.52,30.6,27.72,32.6,0.93,8.24,30.97,103
Delhi,8/30/2019,43.5,105.68,12.89,32.44,30.15,33.69,1.02,9.33,39.25,110
Delhi,8/31/2019,57.16,123.23,18.34,40.79,40.39,38.62,1.41,9.14,33.71,123
Delhi,09-01-2019,35.13,81.44,12.03,32.08,29.57,41.15,1.11,8.41,31.24,123
Delhi,09-02-2019,46.15,101.79,10.33,31.91,27.85,36.31,1.07,8.81,39.18,105
Delhi,09-03-2019,70.64,143.56,13.02,36.51,32.78,36.34,1.21,8.95,32.5,131
Delhi,09-04-2019,73.33,150.39,10.62,36.99,30.78,37.13,1.22,9.03,36.13,165
Delhi,09-05-2019,33.9,90.44,9.99,29.09,25.41,33.31,0.97,9.25,28.87,118
Delhi,09-06-2019,35.81,89.47,12.15,30.05,27.49,34.35,0.99,10.9,27.22,96
Delhi,09-07-2019,34.98,83.26,14.46,30.9,30.5,30.75,1,8.17,24.58,95
Delhi,09-08-2019,32.83,77.01,10.61,26.84,24.75,32.14,0.9,8.72,32.4,99
Delhi,09-09-2019,56.31,126.43,13.78,30.47,29.46,30.37,1,8.45,30.84,107
Delhi,09-10-2019,64.48,144.47,16.24,34.12,34.48,29.2,1.07,9.49,40.53,139
Delhi,09-11-2019,79.6,174.33,15.86,39.69,37.15,31.57,1.15,9.54,48.95,166
Delhi,09-12-2019,57.83,132.61,9.71,34.01,28.38,30.72,0.99,8.91,32.08,158
Delhi,9/13/2019,33.59,83.22,9.52,29.75,25.5,28.56,0.88,8.16,27.33,103
Delhi,9/14/2019,26.65,69.36,7.91,26.05,21.91,25.04,0.77,8.48,28.64,85
Delhi,9/15/2019,35.52,72.61,10.34,27.77,24.91,24.48,0.91,8.55,28.58,83
Delhi,9/16/2019,56.6,129.47,19.02,36.18,37.24,26.11,1.13,8.35,35.4,111
Delhi,9/17/2019,59.14,135.84,14.08,38.18,34.26,27.51,1.12,8.64,41.22,143
Delhi,9/18/2019,35.41,97.32,7.76,31.3,25.04,25.54,0.86,9.46,37.19,117
Delhi,9/19/2019,21.74,62.19,7.22,24.15,20.35,22.6,0.78,9.29,27.34,80
Delhi,9/20/2019,40.33,106.47,13.55,31.73,30.32,24.91,0.95,10.81,29.76,96
Delhi,9/21/2019,39.23,96.29,17.26,31.43,32.82,24.45,0.99,9.63,28.51,112
Delhi,9/22/2019,26.51,65.65,17.88,30.66,33.12,26.2,0.91,9.32,21.15,86
Delhi,9/23/2019,34.46,83.33,11.33,30.02,27.61,25.37,0.93,9.9,30.49,89
Delhi,9/24/2019,35.88,96.22,16.67,34.98,34.14,25.61,0.98,9.19,28.92,103
Delhi,9/25/2019,30.52,86.31,11.53,29.99,27.25,24.88,0.9,8.94,28.53,100
Delhi,9/26/2019,22.9,69.49,12.62,27.25,26.71,24.04,0.83,10.43,24.16,87
Delhi,9/27/2019,15.66,56.71,9.94,24.52,22.68,22.32,0.78,10.3,23.54,78
Delhi,9/28/2019,22.52,66.98,11.93,26.18,25.22,21.94,0.77,10.01,22.22,78
Delhi,9/29/2019,16.91,51.03,8.13,22.84,19.7,21.99,0.74,8.85,22.84,68
Delhi,9/30/2019,29.42,81.97,12.1,27.89,26.39,22.01,0.92,8.22,26.67,75
Delhi,10-01-2019,33.92,92.41,12.82,28,26.89,23.99,0.96,8.5,26.15,98
Delhi,10-02-2019,40.16,96.13,17.97,29.72,32.24,24.63,1.05,8.95,34.94,105
Delhi,10-03-2019,57.99,143.97,30.13,36.77,46.78,27.17,1.25,10.42,44.29,140
Delhi,10-04-2019,43.07,94.9,17.87,34.07,35.15,26.21,0.99,8.34,32.54,113
Delhi,10-05-2019,39.48,108.22,20.52,33.82,36.22,23.56,1.03,8.08,32.66,108
Delhi,10-06-2019,58.75,140.15,18.29,36.98,37.52,26.89,0.99,8.62,40.18,127
Delhi,10-07-2019,55.88,137.81,13.36,33.46,31.6,26.98,0.91,8.25,36.23,133
Delhi,10-08-2019,44.85,116.56,17.58,33.4,34.71,23.12,0.85,8.91,38.81,123
Delhi,10-09-2019,77.02,182.89,40.81,45.5,58.38,25.59,1.37,11.9,51.37,165
Delhi,10-10-2019,100.82,215.18,34.75,50.32,54.51,29.71,1.34,13.83,53.51,208
Delhi,10-11-2019,98.07,203.36,35.13,48.05,53.08,31.79,1.37,11.02,47.07,243
Delhi,10-12-2019,103.45,209.42,35.55,48.54,53.06,33.54,1.44,11.26,44.45,235
Delhi,10/13/2019,132.57,255.42,43.72,51.27,63.23,34.93,1.65,12.75,44.55,282
Delhi,10/14/2019,116.33,239.47,52.78,50.83,68.23,34.7,1.73,11.46,43.59,285
Delhi,10/15/2019,133.35,285.26,67.74,58.61,86.5,36.03,2.18,13.31,53.79,291
Delhi,10/16/2019,146.37,279.78,39,53.03,62.13,38.12,1.77,13.22,55.69,320
Delhi,10/17/2019,121.68,245.2,18.94,46.51,42.73,35.08,1.44,14.95,49.68,300
Delhi,10/18/2019,90.41,203.39,13.39,39.62,34.81,33.94,1.14,11.36,42.7,265
Delhi,10/19/2019,76.77,174.84,31.61,51.37,53.94,33.65,1.18,11.33,43.23,170
Delhi,10/20/2019,98.05,203.14,35,48.83,53.46,33.32,1.26,10.64,33.47,242
Delhi,10/21/2019,115.16,235,34.79,51.05,55.42,31.9,1.3,11.11,36.8,254
Delhi,10/22/2019,93.51,213.26,34.86,50.05,57.98,29.84,1.37,11.7,39.48,243
Delhi,10/23/2019,122.12,268.58,56.07,57.92,80.24,34.38,1.79,14.08,44.15,248
Delhi,10/24/2019,173.56,346.51,84.08,67.36,108.93,41.69,2.46,18.87,57.94,335
Delhi,10/25/2019,129.9,270.87,42.42,52.55,64.73,37.02,1.72,15.17,52.25,331
Delhi,10/26/2019,148.73,290.6,61.19,56.43,83.98,40.14,1.92,12.76,50.59,315
Delhi,10/27/2019,198.81,321.68,46.63,48.37,68.91,40.04,1.77,13.21,47.27,354
Delhi,10/28/2019,301.39,420.35,35.11,48.45,59.73,40.16,1.77,18.03,42.79,417
Delhi,10/29/2019,287.56,440.77,58.36,60.03,86.74,49,2.43,12.71,33.2,419
Delhi,10/30/2019,279.32,454.35,87.7,63.87,113.63,52.82,2.67,13.81,34.86,452
Delhi,10/31/2019,314.32,500.04,99.58,71.37,123.63,55.54,2.92,15.86,38.29,460
Delhi,11-01-2019,388.45,584.15,62.6,73.61,96.68,58.29,2.59,16.32,49.77,591
Delhi,11-02-2019,320.26,467.74,34.23,54.1,61.32,49.38,1.93,12.88,35,473
Delhi,11-03-2019,582.28,706.58,28.98,49.67,53.58,56.52,2.39,10.2,33.91,659
Delhi,11-04-2019,272.3,386.16,29.75,44.53,51.48,39.67,1.47,11.68,36.82,532
Delhi,11-05-2019,190.41,296.98,32.28,44.32,53.16,33.01,1.43,13.17,39.23,385
Delhi,11-06-2019,101.09,207.19,57.56,54.77,81.72,31.99,1.52,11.58,29.77,265
Delhi,11-07-2019,182.47,292.56,29.02,51.64,54.77,37.3,1.58,11.95,23.72,296
Delhi,11-08-2019,154.14,253.44,51.48,52.79,73.74,38.97,1.68,14.04,32.33,346
Delhi,11-09-2019,140.8,230.5,35.56,44.01,56.07,35.4,1.34,11.58,30.42,321
Delhi,11-10-2019,192.35,296.44,30.88,50.35,56.41,32.4,1.44,13.95,38.5,339
Delhi,11-11-2019,252.48,380.54,45.96,61.36,75.05,37.01,1.79,15.18,42.35,376
Delhi,11-12-2019,384.34,529.59,51.47,66.1,83.09,40.72,2.25,14.41,48.8,475
Delhi,11/13/2019,383.36,541.19,62.74,73.6,94.33,43.4,2.5,15.12,39.52,532
Delhi,11/14/2019,371.42,545.66,77.46,82.63,114.67,50.55,2.92,16.26,26.54,537
Delhi,11/15/2019,423.52,576.12,44.06,59.35,73.02,50.12,2.35,14.14,37.71,595
Delhi,11/16/2019,174.03,293,23.38,42.35,45.36,35.82,1.34,12.89,31.94,438
Delhi,11/17/2019,96.34,165.5,14.48,33.78,32.29,29.55,0.92,10.78,27.01,273
Delhi,11/18/2019,108.4,181.67,29.18,40.05,49.47,29.79,1.26,10.55,30.33,245
Delhi,11/19/2019,126.92,218.13,52.44,52.79,77.11,33.12,1.6,12.05,31.56,251
Delhi,11/20/2019,175.19,295.47,79.63,77.62,106.76,40.19,2.21,14.74,38.99,315
Delhi,11/21/2019,217.7,363.77,104.83,91.65,135.9,44.56,3,19.85,48.43,375
Delhi,11/22/2019,201.17,332.6,83.99,75.08,113.99,42.17,2.4,16.02,41.54,377
Delhi,11/23/2019,130.41,224.14,33.69,52.7,60.68,34.6,1.3,11.64,25.58,334
Delhi,11/24/2019,107.86,178.21,19.82,43.51,42.87,34.33,1.01,11.35,29.6,264
Delhi,11/25/2019,122.37,213.67,44.39,53.29,69.13,35.67,1.45,13.59,31.86,269
Delhi,11/26/2019,114.27,225.78,49.17,53.83,73.89,37.04,1.41,17.65,39.21,284
Delhi,11/27/2019,65.7,128.1,19.37,42.94,41.04,34.32,0.89,10.71,30.2,166
Delhi,11/28/2019,31.03,58.6,10.57,32.3,27.14,30.25,0.65,8.99,28.72,106
Delhi,11/29/2019,53.79,100.29,29.65,41.9,49.52,31.59,1.03,10.14,24.66,89
Delhi,11/30/2019,96.96,159.36,34.59,45.04,56.55,36.65,1.21,9.87,23.38,175
Delhi,12-01-2019,123.66,192.47,38.19,50.39,63.15,36.51,1.17,11.39,32.28,257
Delhi,12-02-2019,141.12,229.08,50.45,57.23,77.73,38.4,1.49,11.18,32.54,299
Delhi,12-03-2019,140.07,241.56,53.47,60.85,82.31,38.81,1.49,11.37,32.57,302
Delhi,12-04-2019,163.24,277.92,77.61,71.65,107.88,43.21,1.95,13.48,33.48,313
Delhi,12-05-2019,271.99,416.79,115.56,91.53,148.59,55.2,2.95,14.48,42.41,389
Delhi,12-06-2019,241.69,362.1,73.76,69.73,103.48,57.17,2.03,13.41,32.34,423
Delhi,12-07-2019,233.79,348.44,79.28,66.41,107.56,55.32,2.32,15.4,33.69,382
Delhi,12-08-2019,239.98,355.16,109.28,68.59,137.04,58.01,2.88,13.69,32.51,404
Delhi,12-09-2019,200.33,311.58,87.59,68.28,114.07,56.75,2.32,12.34,29.47,371
Delhi,12-10-2019,236.4,363.3,85.62,72.63,115.07,59.1,2.41,12.49,38.14,377
Delhi,12-11-2019,299.85,452.65,106.35,85.56,138.71,68.66,3.2,14.71,41.46,430
Delhi,12-12-2019,284.18,412.59,46.67,64.36,76.85,70.65,2.01,12.61,44.13,471
Delhi,12/13/2019,94.62,124.26,13.29,41.21,32.94,50.03,1.14,7.9,29.14,322
Delhi,12/14/2019,78.59,128.36,26.2,41.29,43.17,38.62,1.18,9.04,22.94,179
Delhi,12/15/2019,94.67,151.57,26.19,39.9,43.01,38.46,1.15,8.5,22.96,205
Delhi,12/16/2019,88.05,133.11,21.68,35.06,36,39.25,1.04,7.17,22.1,202
Delhi,12/17/2019,93.07,140.23,27.2,32.7,40.32,46.78,1.07,7.26,24.27,178
Delhi,12/18/2019,144,214.88,29.59,44.41,48.79,51.81,1.24,7.98,32.08,273
Delhi,12/19/2019,261.16,385.13,51.02,55.64,72.47,57.3,1.92,9.64,28.22,354
Delhi,12/20/2019,316.09,449.06,40.57,60.58,66.4,58.04,2.16,9.92,29.05,452
Delhi,12/21/2019,249.87,353.94,37.13,50.24,57.35,62.14,1.71,8.52,23.62,441
Delhi,12/22/2019,146.81,202.05,19.33,38.96,36.7,57.51,1.13,6.67,21.48,351
Delhi,12/23/2019,171.47,240.19,26.86,39.83,44.43,53.04,1.28,7,23.8,321
Delhi,12/24/2019,262.69,401.03,38.02,56.72,64.46,53.3,1.76,8.7,28.17,376
Delhi,12/25/2019,166.71,258.28,22.4,39.77,40.79,48.52,1.2,6.96,21.13,384
Delhi,12/26/2019,196.97,299.85,19.25,45.08,41.2,51.83,1.17,6.99,25.73,340
Delhi,12/27/2019,240.07,371.45,28.66,54.6,54.95,52.64,1.39,7.88,27.55,372
Delhi,12/28/2019,275.6,426.12,60.13,55.98,83.47,50.47,1.96,10.26,27.92,425
Delhi,12/29/2019,326.79,500.15,32.73,57.76,61.51,49.61,1.86,10.25,35.11,455
Delhi,12/30/2019,333.43,486.35,54.97,55.61,79.04,50.75,2.24,11.15,26.44,506
Delhi,12/31/2019,245.53,338.18,44.49,47.5,64.57,48.22,1.8,11.03,28.07,417
Delhi,01-01-2020,372.14,483.87,109.53,64.18,135,56.85,3.15,18.49,39.58,492
Delhi,01-02-2020,327.04,439.31,120.76,64.8,143.71,58.26,3.32,19.95,36.5,485
Delhi,01-03-2020,228.9,337.04,111.09,55.65,131.13,53.02,2.8,14.93,27.82,426
Delhi,01-04-2020,220.6,327.22,86.58,57.67,110.2,53.46,2.2,12.85,29.94,366
